title,product,rating,text,rew_body,reviews
3 inch Thick Accu-Aire 3.3 Visco Elastic Memory Foam Mattress Topper Made in the USA,Furniture,5,Excellent product!<br />Excellent price!<br />My daughter has passed the information for this product off to several of her dorm mates. Everyone there wants one.,0.8395,positive
Sleep Master Ultima Comfort Memory Foam Mattress,Furniture,5,"It has been a great product, easy to handle, great surface, the memory foam works perfectly. Shipping was fast, and well handled. Loving it! Slepping a lot!",0.9715,positive
"Miracle Caster! Extra Large Chair Wheels. 4"" Set of Five. Great for carpet. Replaces chair mat.",Furniture,5,"These were pretty easy to install. They're working well on my medium pile carpeting in my office/hobby room. This let me get rid of the mats and saved me from needing to redo the floor in a low pile carpet or hard flooring. I have three &#34;work stations&#34; in the room (one computer, two hobby/project areas), so I roll all around the room as I'm working. I couldn't get a mat big enough, and I was always rolling off an edge or getting stuck between mats. My room feels comfy and usable now that I can move around easily. Yeah, it's not like rolling on a hardwood floor, but I didn't expect that.",0.6117,positive
Comfort Research 4-Feet Diameter Large Fuf Chair Black Twill,Furniture,5,this is a great buy much better than other sites we love the bag infact everyone does from 2 yrs to 60 relax and enjoy,0.9538,positive
Winsome Mona 24-Inch Cushion Saddle Seat Stool,Furniture,3,"Bought as a placeholder before investing in nice set of bar stools. Surprisingly nice quality for very low price. Arrived without two crossbars for the legs--unusable. Very first note on instructions &#34;if you are missing pieces, do xyz&#34; so I've sent away for them. Annoying, but as long as they arrive I'll add another star.",0.0653,positive
2xhome - Victoria Ghost Side Chair - Transparent Acrylic Chair,Furniture,4,The chair seems sturdy enough and looks great with the desk I bought but it did have a noticeable scratch on the chair when it arrived.  Luckily it has not scratch since use and seems durable,0.7906,positive
Lipper International Child's Chalkboard Desk and Chair Set,Furniture,5,"I ordered two desks for my twin 3 1/2 year old girls. They are enrolled in the Kumon enrichment program so they have worksheets to do every single day. I really wanted to order desks in order to provide a very specific place that is especially designated for homework, only. Previously we were using the kitchen table.<br /><br />The desks were extremely easy to put together. It comes with a little allen wrench, wooden dowels and screws. All you need is scissors to open the packaging and you are good to go. Took about half an hour from start to finish. In fact, on the second desk I had both of the girls \\""help\\"" me. I read the directions and they would bring me the necessary number of screws and dowels. :) VERY solid pieces of wood. I was tightening the screw of a piece on one chair when I cracked the wood, but it was probably more my fault for overtightening than faulty product(I'm a short little Mommy, so it doesn't take much or a 200 lb Daddy to tighten too hard and crack the wood lol). I didn't run into any issues like previous posters where I had to custom create some parts. Everything came together perfectly.<br /><br />The twins are IN LOVE with the desks. Since I only allow them to sit at it for homework time, they always want and beg to do homework so they can sit at their desks. Each girl is about 3 feet tall. Their feet do not touch flat on the floor but its not uncomfortable at all. They wiggle around so much at that age anyways :). So I know they have some room to grow. In fact, when I was assembling the desk, there are two sets of screw holes on the side of the desk. The direction illustrate to screw in the legs of the desk at the higher set of holes. Although there is no notes in the directions as to the purpose of the second row of screw holes...I am assuming that maybe if we wanted to adjust the desk and screw in the legs into the bottom row of screw holes, that it would then make the desk higher for when the child is taller. I will post pictures so you can see how an average (well one is average size and the other a little underaverage size) 3 1/2 year old fits in the desk.n average (well one is average size and the other a little underaverage size) 3 1/2 year old fits in the desk.",0.9566,positive
Convenience Concepts Sheridan Faux Leather Storage Bench with 2 Side Ottomans,Furniture,4,"Just got this item today.<br />First impressions:  The workmanship may not be superb but it's more than acceptable.  They're comfortable to sit on (including the 2 stools).  They're certainly perfect footstools.  The removable top of the larger unit can be flipped to expose the 15.5&#34; X 33&#34; tray.  The tray also provides the hard backing so that when topside, the cover is comfortable and safe to use as a seat.<br />Cons:  (1)  I guess as a cost-cutting technique, the ottoman & the 2 footstools do not have hard sidewalls.  One must be careful stuffing the ottoman.<br />(2)  The 2 footstools have no hard backing so when sitting on it your butt kinda sinks.  I don't think these items should be used as seats too often.<br /><br />All in all, this is a good product for the price.",0.9848,positive
Miami Metal Headboard with Squared Tubing and Geometric Design,Furniture,5,The headboard arrived quickly & thanks to prime all we had to do was take it from the door to the bedroom. It took my husband and me minutes to assemble it thanks to the reviewers who commented on the hardware. We found suitable screws in our tool box and used them in place of the ones that came in the package. The headboard is a great addition to our room and is a very well made piece.,0.8832,positive
"Chair Seat Saver - Set of 4 (Black) (1/8""H x 22""W x 19""D)",Furniture,5,Works as advertized. It's great.,0.6249,positive
SystemBuild Kendall Storage Cabinet,Furniture,1,"This cabinet is constructed of very low quality materials. The back is just a piece of cardboard -- similar to the cardboard used to make cardboard boxes. The cabinet is designed to be held up by a piece or flakeboard extending across the top back of the cabinet. This design is so poor that I attached a substantial support for the cabinet to the wall below the cabinet extending for the entire width of the cabinet. Now, the cabinet will not fall off the wall and should be able to support the weight of the laundry products we use.<br /><br />The pair of two right doors rub against each other when the doors are closed or opened. The hinges are difficult to adjust. The cabinet is now installed. In my opinion the quality does not match the description. It shoulde sell for about $40, Don't purchase it.",-0.2226,negative
Household Essentials ML-6102 Seagrass Wicker Storage Chests with Hinged Lids | Set of 2,Furniture,5,"My husband and I really like these chests.  They look as good in person, as they do in the pictures.  They seem well made and sturdy with a nice amount of weight.  Read the dimensions.  They're a good size, they're not dinky.  They arrived clean and decently packaged.",0.9348,positive
Oriental Furniture 6 ft. Tall Double Sided Chat Noir Room Divider,Furniture,4,very beautiful privacy panel. Use it as my dressing panel in our room. The only negative thing is the hinges are not made well. We have had to replace them with a stronger set because after about 2 weeks they fell off.,0.3136,positive
Dorel Home Products Rosewood Table,Furniture,4,"I purchased this table to place in a hallway.  I had limited space -- it had to fit between two nearly adjacent doors, and it could not be too deep because of a pull-down ladder for attic access.  This fits within what I needed, at almost 28 inches wide, almost 12 inches deep, and almost 28 inches high.  I say 'almost' because all three dimensions are perhaps between 1/32 and 1/8 inch short of those measurements.<br /><br />The price was reasonable when I purchased it.  A week in either direction, however, and the price was rather higher.  I would suggest watching for a while if you are interested, and purchasing it when the price is lower.<br /><br />It looks good and feels reasonably sturdy when assembled.  It appears to be made mostly of solid wood, not particleboard, pressboard, strandboard, or some other form of a compressed sawdust plus glue mix (the drawer bottom is the only piece that does not seem to be solid wood).  The surface appears to be stained wood, rather than a cheap plastic (or worse, paper) veneer, but it does not seem to have any protective coating (just bare stained wood), so I would suggest not putting anything bearing liquids or that might tend to attract condensate on the table.  I doubt it would ever be 'heirloom' quality, but I can see the table filling its function (standing in a hallway holding some small items) for a long time without problems.<br /><br />Because is is so tall (28 inches) but not very deep (12 inches), it is not the most stable place to put something.  I would not recommend putting easily broken objects on top, especially in a house where it might get bumped or shaken.  The manufacturer also seems to recommend keeping the load on the table (probably this includes the drawer contents) to less than 20 pounds (and I would not advise loading the drawer heavily).  It feels like it could possibly hold more, but I think that between its short depth and the manufacturing tolerances, stability could be an issue.<br /><br />The packaging was good, with most parts wrapped individually, and the hardware pieces (screws, handle, slider) attached to a single card.  The box was double-layered (the outside box and then another similar layer inside to protect the wood in case the outside box was damaged).  The assembly went easily and quickly; the instructions were simple.  On assembling the drawer, I would advise you to ensure the bottom piece is in place before you screw the sides to the front, since otherwise it is too easy for things to get out of alignment (plus it will make it easier to keep the drawer 'square').<br /><br />I took off one star because of some issues.<br /><br />One problem has to do with those measurement tolerances I mentioned earlier -- it seems like all of the tolerances allow 1/8 inch (or possibly a bit more) variance.  For example, on mine, all but one leg had a gap between its top and the bottom of the upper surface, with one leg over 1/8 inch, two about 1/8, and the remaining leg backed almost flush to the surface.  You can't see these gaps normally, but it felt like these large manufacturing tolerances were everywhere.  I have it sitting on carpet, where it seems okay, but it clearly wobbles on a hard floor, so the legs really do come down different distances from the top (though they all might be the same length, the way they mount varied too much).<br /><br />Another issue has to do with how the parts are labelled.  Normally, the stickers labelling parts are kind of like Post-It notes: they stay in place during shipping but come off easily during assembly.  Unhappily, the stickers used on this seemed permanent.  The stickers took considerable work to remove without damaging the finish, and even then left glue behind that required further surface cleaning.  Since this was so much trouble (or could have left damage in clearly visible places if done poorly), I figured it was worth mentioning.  It would be possible to move most of the poorly placed stickers to places where they would not be an issue (such as the top end of the legs), but some of the stickers would still be visible, so I think it would be better if they used a different glue on the stickers that label the parts.<br /><br />The drawer includes a slider that suspends the back of the drawer from an overhead rail (rather than having rails below the drawer to support it).  However, I did not see any pads on the front of the unit where the bottom of the drawer will rest.  A teflon pad on each side of the bottom of the opening would make it far more durable (so you could open and close the drawer and not wear into the wood); additional teflon pads on the sides would help keep the drawer straight and avoid jamming the slider.  Thankfully, there is enough of a gap around the drawer that it will not be hard to add such pads using some self-stick teflon tape.<br /><br />If it had not been for these issues, I think it would have been five stars.ere they would not be an issue (such as the top end of the legs), but some of the stickers would still be visible, so I think it would be better if they used a different glue on the stickers that label the parts.<br /><br />The drawer includes a slider that suspends the back of the drawer from an overhead rail (rather than having rails below the drawer to support it).  However, I did not see any pads on the front of the unit where the bottom of the drawer will rest.  A teflon pad on each side of the bottom of the opening would make it far more durable (so you could open and close the drawer and not wear into the wood); additional teflon pads on the sides would help keep the drawer straight and avoid jamming the slider.  Thankfully, there is enough of a gap around the drawer that it will not be hard to add such pads using some self-stick teflon tape.<br /><br />If it had not been for these issues, I think it would have been five stars.",0.9962,positive
Baxton Studio Clara Black Modern Tall 3-Tiered End Table,Furniture,1,"Don't buy this. It is very cheaply made. It arrived broken completely in half. Although, this might be blamed on the packing. They placed the heaviest part of the table on top so it crushed it.",-0.8166,negative
Multifunction Desk,Furniture,5,Very clear directions for assembly.,0.4391,positive
BlueDot Trading Dictionary Secret Book Hidden Safe with Key Lock,Furniture,5,The dictionary safe is very real looking and it works well in the book case and serves my purpose well.,0.7269,positive
Ustide Round Purple Carpet for Study Durable Swivel Chair Carpet Non-Slip Rug Water Washable Floor Mat,Furniture,4,Arrived in longer than expected<br /> I thought it would be yellow more than gold. Looks nice in my 1/2 bath,0.4215,positive
Grip-It Ultra Stop Non-Slip Rug Pad for Rugs on Hard Surface Floors,Furniture,5,"Well, it worked for me. The kids would go flying after stepping on the rug on my wood floor. It's over now.",0.2732,positive
Naples Media Cabinet in White,Furniture,5,"We needed a pantry closet for our kitchen & were having a tough time finding one that looked good.  This one fit the bill, assembled easily & is sitting pretty in our kitchen!  We are very pleased with it.",0.9183,positive
Oriental Weavers Amelia 260X6 Rug,Furniture,4,"Rug arrived in cardboard container a day late. It did have one big wrinkle through it but after we stretched it a couple of times, it looks great.",0.7684,positive
Floral Everest Palm Tree Desert Sand Outdoor Rug,Furniture,5,"I love this rug so much, I bought two.  It is very pretty, well made and so soft on my feet.",0.8771,positive
"Westport Home Townsend Media Console, 42-Inch",Furniture,3,the concole works and looks great. price was very good. assembly took thirty minutes. no screws envolved. good idea.,0.8986,positive
6-Piece Wood Dining Set with Bench,Furniture,5,"We have a house that is almost 100 years old with dark wood trim and this table looks like it was made for the room.  My husband is mechanically inclined and it took him about 3 hours to assemble, nothing complex, but to quote him \\""the chairs were in 100 pieces.\\""  Just be aware, it may take you some time to put together. That being said, and the fact that I did not have to put it together, it is GORGEOUS.  Nothing feels cheap about this, you would think it cost 3 or 4 times what we paid.  It is our first real dining set and I think it will be around for a long long time.  Make sure someone is home for delivery because the packaging is huge and heavy and you will want to bring it in right away.  I would recommend this table to anyone, we are so in love with it!  One last comment...we are leaving the leaf in, just because it seems a little odd shaped without it and the ends of the table are not out very far for the heads of the table to sit closely.  If you have a big people in your family, this table would probably only sit 6, but if you have some kids mixed in there, 8 could probably work. 100% IN LOVE WITH THIS TABLE SET!",0.9863,positive
"Sofa Sleeper Replacement Mattress, Memory Foam Sofa Mattress, Very Comfortable (Sofa Not Included)",Furniture,4,"Good mattress, you can't feel the cross bars under you, (always a plus.). It's still a sleeper sofa but in my opinion this is much more comfortable than the original.  I recommend this product.",0.9192,positive
Super-Bungee Chair Mini,Furniture,5,"I love this chair! It's so comfortable, and it folds up, so it's semi-portable. One thing that I found is that if you sit on it for a long time, it does start to chafe a bit, but this problem is easily solved by putting a throw blanket on the chair before you sit down.It looks great in my room and works like a charm.",0.9614,positive
Luxbon Approx. 15.74''*23.62'' with 0.98'' Feather Height Fluff Wholesales Color Pink Soft/Smooth/Flexible Carpet/Mat/Rug Floor/ Bedroom/Living Room/Bathroom/Kitchen/Area/Home Decoration,Furniture,1,smaller than expected..disapointed,0,neutral
"MastaPlasta, Leather Repair Patch, First-aid for Sofas, Car Seats, Handbags, Jackets, etc. Grey Color, Designs Vary",Furniture,5,"Was concerned about the adhesion quality, but with a clean dry surface it is working very well.  Changed the look of our 2005 Toyota seats.",0.7677,positive
"Chinese Chen Leung Style Plant Stand in Solid Rosewood - This hand crafted treasure will add a touch of class to your living room. Sleek, long legged and sturdy -12"" Square",Furniture,5,We purchased a pair of these in Hong Kong in 1991 and we paid about $125 for each.  It is very beautiful along with other furniture we purchased for our lanai.  Gives the room an oriental ambiance.  It's made of good and hardy wood.  Just don't put it next to a heater vent.  It will dry out too fast and the wood will crack.  Let is naturally dry our and you will not experience this.,0.8687,positive
New Black Modern Fabric Mesh High Back Office Task Chair Computer Desk Seat O25 by BestOffice,Furniture,3,"It's nice, a little more firm than I'd liked. Also the back tilts forward at the top in a way that I'm not quite fond of.",0.5827,positive
Country Rustic Primitive Wood Prairie Cabinet,Furniture,5,Just as advertised. Gorgeous.,0.6124,positive
"Boraam 33112 Zebra Series Hagen Dining Table, Rich Walnut",Furniture,4,Good deal. This table is pretty and sturdy for a very good price. It arrived on time and with the package and all the pieces in perfect condition. It takes very little time to put together and it has a very simple and modern look for a small dining area. I paired it with modern looking white chairs and the result is great. I love that it's hard wood and not laminate etc.,0.9678,positive
Flash Furniture Metal Counter Height Stool,Furniture,5,"fabulous stool - stong, sturdy, funky looking - and it came in perfect condition fully assembled!!!",0.8213,positive
"Maxy Home Contemporary Filigree Spade 3'3"" x 5' Black Red Beige Area Rug Pasha Collection PAS4640",Furniture,5,"Very beautiful design. Enjoying it, thank you.",0.8849,positive
"Walker Edison 44-Inch Glass and Metal Corner TV Stand, Clear/Black",Furniture,5,"This is a great TV stand, particularly of you are placing a large TV in the corner of a room.    The stand was a snap to assemble and although it states it is for a 44\\"" TV, it works perfectly with the 50\\"" Samsung Flat Panel TV we ordered from Amazon.  The price was about $50 less than comparable stands we priced at local stores.",0.875,positive
Nomad Platform Bed Frame - Solid Hardwood,Furniture,5,"I really like this frame. It was a bit heavy to bring up the stairs by myself but the quality of the frame is pretty darn good. For the price, I love that it's wood, actual wood, not particle board. It is unfinished, but sanded quite nicely so very smooth to the touch. All the holes and screws lined up perfectly and it took me about an hour to assemble unassisted. I have a Sarah Peyton 10 inch memory foam bed on it, and I don't feel the wood or gaps that other reviewers have mentioned. I bought slats because I read other reviews, but may hang onto them and resell them if I don't end up needing them, which looks to be the case.",0.9786,positive
"Lane Furniture Chloe Recliner, Caramel",Furniture,5,Just beautiful! Classy chair great design comfortable.  Meets every requirement price was a great value!,0.9694,positive
"CorLiving Square Padded Adjustable Bar Stool in Black Leatherette, set of 2",Furniture,3,These things are a little wobbly when extended to bar height. Not mad enough to return but not ecstatic.,-0.4096,negative
Boss Caressoftplus Mid Back Executive,Furniture,5,"Got the chair today and assembled it myself within 15 minutes. Thought it was going to be white but turns out it is a creamy white rather than a bright white, but still a great product already! Feels good to sit in and it has a nice, big comfortable seat.",0.9744,positive
"Safavieh Lyndhurst Collection LNH312B Traditional Oriental Light Blue and Ivory Area Rug (5'3"" x 7'6"")",Furniture,5,This rug is stunning.  Appears exactly as I'd hoped.  Arrived promptly and in good condition.  Very pleased.,0.8832,positive
"Ace Bayou ABC Life Style Furniture Large Bean Bag, Multicolor",Furniture,3,"I purchased 2 chairs of this brand for my children.  One is holding up OK and the other went FLAT in 2 weeks time.  I am really disappointed.  The refills are 20.00 (for foam beans) and the chair was 30.00  I don't think it's worth 50.00 for beanbag seating.  I am hoping the manufacturer will make good on this defective chair and send me some refill materials.<br /><br />UPDATE<br />**I contacted Ace Bayou, (the manufacturer) and they were great about everything!  They stood by the product.  I sent them proof of purchase and my address and the problem was resolved within a few days.**",0.6207,positive
"Honey-Can-Do SRT-01603 Kids Toy Organizer and Storage Bins, White/Pastel",Furniture,5,Takes a lot of wear and tear. Very sturdy!,0,neutral
"Huge Cotton Fabric BUDDHA 43"" X 30"" Tapestry",Furniture,5,Beautiful tapestry,0.5994,positive
Boss Wingback Traditional Guest Chair,Furniture,5,"I bought these for our CEO's office, the quality seems good and while it's not real leather it looks very nice.  He was very happy with them.",0.8746,positive
eHemco Kids Table and 2 Chairs Set Solid Hard Wood,Furniture,4,"Very pleased with the construction, easy-to-follow directions.  All the parts were included. Well packaged and received in good shape.  Parts aligned perfectly. Pretty easy to assemble for a mamaw with arthritis.",0.9552,positive
"Oriental Furniture 6"" Fu Dog Statues",Furniture,5,Well packaged in bubble wrap. No damage. Heavier than expected and pleasant enough to the touch. Not too plasticy. Better than expected. Some nice feng shui for the money.,0.8137,positive
Sauder Palladia Entertainment Credenza,Furniture,2,"This was the first time I ever purchased furniture on line. I decided  to chance it because Amazon is so reliable. When the TV stand arrived, we carefully unpacked it and examined all the pieces. We discovered<br />that three pieces had scratches and two others were scratched and chipped.<br /><br />I'm somewhat handy so I purchased some materials ($30.00) and repaired the damage the best I could. It looks satisfactory but my wife was not happy with this experience. And when my wife is unhappy, I'm unhappy.  If I had purchased the furniture from a local retailer, I would have hauled it back to the store<br />and got a new stand or my money back. My wife wanted to return it but it was impossible to repack the pieces into the box. I don't believe an engineer could repack it!<br /><br />Well that was our experience. But I can assure you that it will never happen again. Deal with a local retailer and save yourself a big headache.<br />Pete",0.3171,positive
White Deluxe Four Door Pantry Cabinet,Furniture,5,Although the first pantry shipped to me did not make it because it go damaged in shipping and was sent back. When I did receive the replacement. I was very happy. It is a little difficult to put together so I waited and had a family member help me. Once together it is just the perfect size. I have a studio apartment and this fits in my dining room perfect and now I have a place to put my kitchen appliance and extra pantry items so it helps to keep my kitchen counters clear and organized. Also Amazon is great FREE SHIPPING! Sears has the same pantry and the shipping cost is over $60.00,0.9766,positive
"Sleep Master Pocketed Spring 6 Inch Classic Mattress, Twin",Furniture,5,A little firmer than expected but fine nevertheless. Arrived on time and looks nice!,0.7345,positive
Bed Slats Support - Bunkie Board,Furniture,5,"Ordered the bed slats for an antique double bed that doesn't use a box spring, just a mattress, and they are just perfect!  Right size, well-connected together and are study.",0.6114,positive
Premium Grip Rug Pad for Hard Surfaces and Carpet,Furniture,5,This 8x10 reversible rug pad is made very well! I am very please! A Great Deal and High Quality Product.,0.873,positive
Basyx by Hon Hvl606 Guest ChairChair,Furniture,5,"I am elderly and have arthritis.  I was having a lot of trouble getting up from my dining chair, because I need to lean on the arms to lift myself.  I noticed that my doctor and my orthopedic surgeon both have these chairs in their examining rooms:  I was able to put my hands on the chair arms and stand right up, with no tipping or shifting of the chair.  So I decided to try them in my home, and they are exactly what I needed!<br />The Hon chair is not gorgeous, but it's good-looking and fits into my eclectic decorating style.  The chair is comfortable to sit on for meals and as a side chair for company.  Unlike wooden chairs, it won't loosen up in the joints after a couple of years of hard use!  (The arm fell right off my older chair.)<br />In only a month this Hon Basyx chair has spared me many uncomfortable struggles to rise!  It makes my life safer and pleasanter every single day.",0.354,positive
"Target Marketing Systems 3-Piece Bistro Dining Set, Espresso",Furniture,5,"Awesome, perfect appartment  sized bistro set.<br />Glad I purchased this.item.",0.8957,positive
Flash Furniture Mid-Back Black Fabric Task and Computer Chair with Nylon Arms,Furniture,3,"It is easy to put together, only about six screws to tighten and the tools come with it. It's reasonably comfortable for the price but it doesn't &#34;lock&#34; well, meaning that if you don't jiggle the knob every time you sit down it will pop and you'll go tilting backward. Cushion could be a little thicker, if your posterior is larger it will require an additional pad to sit more than a half hour or so.",0.0974,positive
South Shore Axess Collection Desk,Furniture,4,"Its a really pretty desk, we were missing one of the parts from the box so that was disappointing but everything else was great",0.724,positive
Ukid - Hand Painted Love Birds Dollhouse Bookshelf,Furniture,5,"Though I hadn't seen any other reviews on this bookcase, I kept coming back to it as \\""the one\\"" I wanted for my 2-year-old's room.  When it was delivered (by a trucking company), it came fully assembled -- and on a pallet.  They delivered the enormous box just inside our front door and left us to do the unpacking.  We were pleasantly surprised to see that the piece was even more beautiful in person. The colors are light pastels -- not bright or garish. (The photos online are accurate.)  And most importantly, it looks great in our daughter's bedroom. We finally have a great alternative to baskets (and more baskets!) to hold her books in.  I'd highly recommend this.",0.9669,positive
"5' x 8' Eco-Fiber Touch Non Slip Rug Pad 1/4"" Thick - SAFE for all floors",Furniture,3,"This rug pad was half the price of one I bought from a different company for a different room.  It looks like it is made of the same material, but it does not have a rubber backing on it, so the rug shifts slightly on the floor.  I have to adjust it every couple days, which is a bit annoying.  The more expensive one I bought from the other company stays put.  I may have to eventually replace this one when I get sick of readjusting it.",-0.7964,negative
"48"" SLEEPER SOFA BED SHIELD",Furniture,1,flimsy - not much different than a piece of corrugated cardboard,0,neutral
Espresso Occasional Console Sofa Table Bookshelf,Furniture,2,"My husband and I bought our first house, this was my first purchase and it showed up completely damaged;( I was so bummed. It took 2 weeks to get to us.. So sending it back was not an option.. To much of a hassle. So so bummed",-0.4927,negative
FURINNO Adjustable Vented Laptop Table/Portable Bed Tray Book Stand Dual Layer Tablet,Furniture,5,"I use it as a standing desk (with it on my bed or on a table,) for movie watching (tilted higher when I'm laying in bed) and when I'm sitting in a comfy chair.  It's incredibly versatile.  Just recently, I realized that when it's completely collapsed, the lip on the tray actually hooks onto my treadmill and I can put my laptop or tablet on there!  100% recommend.",0.1025,positive
Ore International Coat Rack,Furniture,5,The coat rack was easy to assemble and is beautiful!,0.7959,positive
"Gaiam Digital Zen Alarm Clock, Bamboo",Furniture,5,"This is so much more than an alarm clock. The way you wake up can define your entire day and the Now & Zen alarm clock is an absolute pleasure to wake up to. It also has other great features such as meditation timer, progressive alarm functionality, hourly chimes, etc. This is a welcome addition to me and my wife's night stands. Highly recommended!",0.7731,positive
Winsome Townsend Bench with Cushion,Furniture,4,"My husband and I purchased this as a place for guests to sit and remove their shoes. The cubbies are large and easy to reach. The cushion isn't super soft and plush but for us doesn't need to be to achieve its purpose. The only picky thing we noticed is the cushion doesn't tie onto the bench so when the cats jump on it, it slides off. Would be nice to have a tie or some way to keep the cushion on top.",0.7029,positive
Multifunction Desk,Furniture,5,"Got this for my son when he started an online course, he is very pleased with the quality and the compactness, it's great for his small room. However, his CPU is a large unit and only fits side ways on the lower shelf.",0.7264,positive
Beginnings Computer Desk,Furniture,5,"Love this desk! It was a pain putting it together, but well worth it! :)",0.876,positive
Winsome Wood Breakfast Bed Tray with Handle Foldable Legs,Furniture,5,My son-in-loves this because sometimes he surprises my daughter with breakfast in bed.  She is a hospice nurse and works very long hours.<br /><br />I have one of the same tables and can tell you from experience that they are great!  I would highly recommend these tables.,0.8436,positive
"Chocolate 70"" x 170"" Plush Furniture Throw - 1 FREE BONUS 18"" PILLOW COVER!",Furniture,5,"Looks great, feels great, no defects.    Put it over a 5yr old Ikea faux leather couch that is coming apart due to a very active baby and somewhat poor workmanship and material, the faux leather is about as thick as paint. Don't want to spend the money to fix it right now, so I'm trying this cover.    Now we have a warmer couch in the winter and a less sticky one in the summer, and babies can't pull out the filler.    Originally wanted a 2 piece cover, but had a hard time finding something that would fit my odd shape couch, at this price I could get two, and it worked perfectly.  Thank you!",0.9464,positive
"BOOKCASE - 71""H WITH 8 CUBIC SHELVES",Furniture,5,Love This Bookcase!  Very Cool and Modern.,0.7955,positive
Liquor Cabinet - Sixteenth-Century Italian Replica Globe Bar Cart - Home Bar - Bar Cart on Wheels,Furniture,5,I purchased this bar globe for my husband's mancave. I gave it to him for Christmas and he was so happy. He absolutely loved it. It was very easy to put together and looks great on his room. He already has plans to redo the room to fit with the bar globe. It looks great and the price was even better.,0.9793,positive
Bob 5-in-1 Wobble Clock,Furniture,4,"I really like this little wobble clock. It's small and will fit anywhere and has a weighted base for stability. It has a different colored back light for each function and has the following functions    1. Time - 12 or 24 hour format  2. Temperature - Fahrenheit or Celsius  3. Calendar - Year, Month and Day  4. Countdown Timer - Adjustable from 1 second up to 99 minutes, 59 seconds  5. Alarm      However I rated this item 4 stars because it eats batteries like crazy. Even using excellent brands like Duracell or Energizer made no difference. Now I just use the $1.00 Sunbeams from the dollar store or the 99 cent Rayovacs from Wally World.",0.8777,positive
"Ace Bayou ABC Life Style Furniture Large Bean Bag, Multicolor",Furniture,5,"I bought these bean bags for our grandsons, and we love them.  They are made with a sturdy material, they should last a good long while.",0.7964,positive
"Tot Tutors Kids' Toy Organizer With Storage Bins, Espresso",Furniture,4,"I like it, does what it is meant to do. Looks well made and was easy to assemble. Only complaint I have so far is that for some reason that containers looked deeper from the picture, but the toys dont seem to be &#34;in&#34; the containers. More of that towards the end.<br /><br />Because of the way it is designed, it is slightly difficult to put the container back in the same location its taken out from, once it is fully arranged. You may ask why it needs to be taken out once arranged - let me put you through to my 2 year old. He can explain and my guess is you will be satisfied with his answer, I know I am. :)<br /><br />Also, the toys seem to be falling off the container, again because of the way it was designed. They are not, but it doesnt look like they need much to fall over. It may be a user issue - may be, not all toys are meant for these containers - I dont know.",0.1467,positive
Carolina Cottage Hudson Rocker,Furniture,5,"Carolina Cottage Hudson Rocker, Cherry   We are very satisfied, thought it might be smaller than what we wanted but it is not. I am 6' 180 and rocker is perfect. Was easy to assemble, bolts could have been 1/4\\"" longer but they are OK.  Shipping & packaging excellent.  Thank You",0.965,positive
"Sauder Sewing Craft Cart, Cinnamon Cherry Finish",Furniture,5,"I bought this for my occasional crafts hobby. But it turned out so useful with big divided bins on your left that are great for pens and stationary, I've been using it everyday as a computer desk to work at home.   The quality of the wood and parts are more than I expected from the price. Each board is very sturdy, and was labeled clearly. The holes where screws go in were well marked and pre-made, so I didn't need elbow grease or electric drill -- all I needed was usual plus and minus screw drivers and a small hammer. I'm a skinny woman without much muscles, but built the desk on my own in 2-3 hours. If you have built furniture from Ikea, you can build this desk easily, and with much less (or no) blisters. Sauder packaged it extremely well -- they put \\""Sauder package protection guards\\"" at each side so that corners wouldn't get damaged accidentally during delivery.   Some nice features I discovered only during putting this desk together were follows:  1. Each door securely close with magnets placed at the top corner.   2. Inside the right-side door has two adjustable shelves -- you can choose from 15 levels of hight.   3. The two plastic bins attached inside the left-side door are detachable -- tighten the screws all the way, and loose them back just a little. The bins stay there securely, but also can be easily taken off by just pulling them up. They stand as themselves on the desk, even you fill the bins with tons of pens! Also the bins have 5 each compartments -- or you can remove the dividers to accommodate bigger stuff.   4. The bins have a BIG capacity! Each is about 4x4x4 inches, 5 per bin, and two bins come in with a desk.   5. Two front rolling feet have locks, so you can keep the desk stable when needed.  6. Top of the left door has a secure bar to keep the folding table in place when in use.   7. The bottom shelf in middle is also perfect as a foot rest while working on the desk.   I really recommend this table for everyone who long for a nice spacious desk with organizing feature but want to hide it compact at snap when they have a sudden guest.",0.9953,positive
"Furinno 11208SBE Pasir 3 Tier Open Shelf, Steam Beech",Furniture,1,"Really lousy quality! This is not just made in China but it is a native Chinese product, with Chinese characters everywhere. Anyway, it's light and flimsy,<br />no doubt from the loosely-pact particle board. Sorry to say but it's quite dissapointing to see Amazon as a direct seller of this grossly inferior product worthy of a cardboard more so than a<br />bookshelf..",-0.7735,negative
Silent Hill - Movie Poster - 11 x 17 [Kitchen],Furniture,5,"Bought it for a friend for her birthday and she loved it. On the smaller side, but the picture covers the entire poster.",0.5499,positive
Super-Bungee Chair -- Pear shape only from Brookstone!,Furniture,4,"Quite comfy, kids love it! Only down side is that you can't really set anything on it.",0.6962,positive
Stretch Pique Dutch Chocolate Set of four Dining Chair Covers 711,Furniture,3,3 out 4 were awesome fit and easy to use . One had a hole on the seam just seemed easier to stitch than send back.. A little disappointing to have new item with hole.,0.8553,positive
Night Therapy Platform Metal Bed Frame/Foundation Se,Furniture,2,Price is too higher based on its quality.,0,neutral
